# event jet Delta kt z psi m2 multiplicity 
3 8 0.107156 0.236104 0.239612 -1.66458 2.94183 4
3 8 0.0216194 0.00596301 0.0394463 1.03115 0.488143 2
4 0 0.341823 1.6357 0.00496729 -0.762391 1688.43 35
4 0 0.221884 0.93332 0.00438786 0.576204 880.643 29
4 0 0.0757013 0.668165 0.00924774 -1.90336 638.221 25
4 0 0.0419101 1.03256 0.0260546 -1.18295 131.959 21
4 0 0.0249931 1.02418 0.0444947 -2.53542 83.5867 17
4 0 0.0248604 0.718989 0.0328646 2.63706 50.1757 13
4 0 0.0168479 0.376835 0.0262803 0.535011 33.2781 11
4 0 0.0133169 1.42686 0.129291 -1.12193 26.5587 10
4 0 0.0100897 0.181191 0.0248872 1.44179 8.20775 8
4 0 0.00533672 1.16213 0.309487 -1.3806 3.5671 6
4 0 0.00142962 0.254297 0.36611 1.16897 0.111965 2
4 1 0.393533 2.63356 0.0085903 -1.14992 10546.4 83
4 1 0.302293 0.743662 0.00318521 1.39951 8680.18 77
4 1 0.265081 0.872106 0.00427294 2.493 8473.32 75
4 1 0.226696 46.3361 0.266249 -2.11427 8233.05 70
4 1 0.144792 1.8198 0.0223073 0.221727 753.093 42
4 1 0.124069 1.01508 0.0148509 -3.05518 540.958 37
4 1 0.0880462 1.37596 0.0287923 0.503516 460.11 35
4 1 0.0732863 0.162943 0.00421771 -0.57903 236.056 31
4 1 0.0461891 1.39834 0.0576733 -1.60012 228.818 30
4 1 0.0420745 3.03647 0.145882 3.0862 184.052 28
4 1 0.0408668 0.290805 0.0168409 1.31375 87.8628 19
4 1 0.0268015 4.1163 0.369703 -1.31208 77.3479 17
4 1 0.021846 0.456351 0.0797784 2.31295 12.4041 8
4 1 0.0109125 0.969553 0.368734 -1.82593 5.01084 5
4 1 0.00805268 0.569145 0.464656 2.95495 0.451513 2
4 2 0.222824 8.41878 0.205545 2.72057 672.25 49
4 2 0.188115 1.19953 0.0436634 -1.80876 162.572 31
4 2 0.159853 0.280112 0.0125468 1.57013 120.299 28
4 2 0.115679 1.62981 0.102103 0.254223 111.109 27
4 2 0.0974939 1.2788 0.105853 -2.10475 47.8719 21
4 2 0.0620222 0.138085 0.020094 1.10527 24.4912 16
4 2 0.0508089 0.967616 0.175375 -2.87632 23.0872 15
4 2 0.0422801 0.728361 0.192353 -0.104914 14.7693 11
4 2 0.0268706 0.374472 0.192666 -1.96097 9.61597 7
4 2 0.0252355 0.447869 0.303893 3.07695 7.16786 5
4 2 0.00610119 0.0368858 0.148714 -2.00523 0.138764 2
4 3 0.195768 3.03469 0.329166 2.59393 56.088 16
4 3 0.201928 1.66742 0.261134 1.05857 19.0584 9
4 3 0.116132 1.24287 0.457499 2.59909 2.82669 7
4 3 0.0987388 0.125978 0.100535 -1.36724 0.403937 4
