# event jet log1overDelta logkt z Delta kt
157 0 1.99069 -0.807771 0.0349114 0.136602 0.445851
157 0 2.06941 0.289799 0.117201 0.12626 1.33616
157 0 2.22647 -0.345895 0.0822537 0.107909 0.707587
157 0 2.28944 -0.531544 0.0792486 0.101324 0.587697
157 0 2.84054 0.0633823 0.270744 0.0583939 1.06543
157 0 3.58183 -1.45946 0.169924 0.0278247 0.232362
157 0 4.26511 -1.33091 0.461006 0.0140503 0.264238
157 0 5.52769 -3.72536 0.275776 0.00397516 0.0241045
159 0 0.989194 -0.386338 0.084605 0.371876 0.679541
159 0 1.6106 -1.85259 0.0397052 0.199768 0.15683
159 0 1.70132 -1.21221 0.0857849 0.182442 0.297539
159 0 3.12816 -2.14526 0.153743 0.0437982 0.117037
159 0 3.99792 -2.01035 0.496135 0.0183538 0.133942
166 0 1.11257 -0.92338 0.0346455 0.328712 0.397174
166 0 1.52951 0.00892816 0.138328 0.216641 1.00897
166 0 1.8076 -0.937407 0.0822078 0.164048 0.391642
166 0 2.08624 0.461473 0.479216 0.124153 1.58641
166 0 2.39323 -2.78456 0.0486894 0.0913337 0.0617562
166 0 2.51532 -1.11115 0.308132 0.0808373 0.32918
166 0 2.95333 -2.54701 0.16417 0.0521657 0.0783155
166 0 3.22236 -2.4839 0.273775 0.0398609 0.083417
167 0 1.27796 -0.109238 0.118631 0.278604 0.896517
167 0 1.5477 0.837745 0.452875 0.212737 2.31115
167 0 1.63154 -2.9277 0.0208397 0.195628 0.0535202
167 0 2.52409 -1.08338 0.328582 0.0801315 0.33845
167 0 3.33619 -3.72325 0.07868 0.0355721 0.0241554
168 0 1.45336 1.02273 0.202798 0.233784 2.78078
168 0 1.70357 -0.519209 0.069838 0.182032 0.594991
168 0 1.89254 -1.48951 0.0343713 0.150688 0.225482
168 0 2.16428 -0.689987 0.103882 0.114833 0.501582
168 0 2.34921 -5.68655 0.000943001 0.0954442 0.00339129
168 0 4.81528 -2.50749 0.267034 0.00810495 0.0814722
172 0 1.6983 0.947165 0.0752238 0.182994 2.57839
172 0 1.85011 -1.11731 0.0120125 0.15722 0.327159
172 0 2.72702 -3.51061 0.00266884 0.0654138 0.0298786
172 0 3.34089 0.333987 0.231075 0.0354056 1.39652
172 0 3.4205 -0.0923548 0.21245 0.0326962 0.911782
172 0 3.92302 -0.742547 0.232719 0.0197813 0.4759
172 0 4.33865 -0.97717 0.363479 0.0130542 0.376375
174 0 1.33402 0.973811 0.0414945 0.263415 2.64802
174 0 1.90012 -2.01961 0.00382137 0.149551 0.132707
174 0 1.97874 -0.118198 0.0277819 0.138244 0.88852
174 0 2.02528 0.849715 0.0787644 0.131957 2.33898
174 0 2.87661 -3.04664 0.00406933 0.0563255 0.0475185
174 0 2.95545 -0.390718 0.0629479 0.0520553 0.676571
174 0 3.54266 -3.27236 0.00677264 0.0289362 0.0379167
174 0 4.03052 -0.942785 0.114103 0.0177651 0.389541
174 0 4.52985 -0.215628 0.439102 0.0107823 0.806035
176 0 1.05683 1.40357 0.367613 0.347556 4.0697
176 0 1.79169 -1.35124 0.0770422 0.166678 0.25892
176 0 2.07086 -1.04164 0.150314 0.126078 0.352875
176 0 2.44644 -0.72915 0.351936 0.0866017 0.482319
176 0 3.13899 -2.0506 0.289532 0.0433265 0.128658
