# event jet log1overDelta logkt z Delta kt
51 0 3.07226 -0.658301 0.399657 0.0463162 0.51773
51 0 3.33104 -1.88069 0.253958 0.0357561 0.152485
51 0 4.32138 -2.50931 0.488745 0.0132816 0.081324
52 0 1.60235 -0.134594 0.0984048 0.201422 0.874071
52 0 2.64727 -0.337916 0.253225 0.070844 0.713255
52 0 3.92983 -1.46137 0.397569 0.019647 0.231918
53 0 0.93898 -0.445666 0.0613625 0.391026 0.640398
53 0 1.1001 -2.63282 0.00861886 0.332836 0.0718757
53 0 1.77464 -0.952019 0.0916339 0.169545 0.385961
53 0 1.93317 -1.01405 0.111009 0.144689 0.362748
53 0 2.15512 -2.97441 0.0219495 0.115889 0.0510775
53 0 2.93646 -1.02101 0.345669 0.053053 0.360231
53 0 3.91832 -2.66932 0.271278 0.0198746 0.0692996
54 0 1.21122 -3.44299 0.00488841 0.297834 0.0319689
54 0 1.52613 -0.901645 0.0854557 0.217376 0.405902
54 0 1.6471 -0.887024 0.106837 0.192608 0.41188
54 0 2.59123 -1.50493 0.165756 0.0749275 0.222034
54 0 2.58677 -1.70146 0.162448 0.0752631 0.182417
54 0 2.85348 -1.26886 0.390278 0.0576437 0.281153
56 0 0.992672 -0.442585 0.0104563 0.370585 0.642373
56 0 1.07574 -1.07038 0.0061269 0.341045 0.342878
56 0 1.14914 -1.18939 0.0058898 0.31691 0.304407
56 0 1.65904 -1.30489 0.00878929 0.190321 0.271203
56 0 2.22911 -0.236359 0.0456421 0.107624 0.789497
56 0 2.87335 -0.0793858 0.10655 0.0565092 0.923683
56 0 4.1676 -0.720187 0.229228 0.0154894 0.486661
56 0 4.20839 -1.35469 0.164243 0.0148704 0.258028
56 0 4.66219 -2.45106 0.103358 0.00944577 0.0862023
56 0 5.48299 -2.65302 0.214034 0.00415688 0.0704383
57 0 0.922713 0.277749 0.0826738 0.397439 1.32016
57 0 1.24122 0.449027 0.146609 0.28903 1.56679
57 0 1.32969 1.24396 0.413117 0.264559 3.46931
57 0 1.93473 -3.23983 0.014553 0.144464 0.0391705
57 0 2.22339 -0.516803 0.299842 0.108242 0.596424
57 0 2.24278 -0.598958 0.402056 0.106163 0.549384
57 0 2.46793 -1.64989 0.294229 0.0847604 0.192071
57 0 2.92175 -2.96205 0.176705 0.0538393 0.0517127
58 0 1.35865 -1.76681 0.0178249 0.257006 0.170877
58 0 2.2046 -0.667118 0.126999 0.110295 0.513185
58 0 2.21742 -0.714879 0.140379 0.10889 0.489251
58 0 2.60512 -0.0135387 0.485225 0.0738942 0.986552
58 0 3.05975 -1.55179 0.31894 0.0468992 0.211868
58 0 3.37309 -2.14245 0.354846 0.0342834 0.117367
58 0 4.60099 -3.51655 0.475197 0.0100419 0.0297017
60 0 0.965386 -1.46285 0.00405689 0.380836 0.231575
60 0 0.966931 0.111316 0.019665 0.380248 1.11775
60 0 1.5179 0.00985304 0.0314348 0.219172 1.0099
60 0 1.79143 -3.36251 0.00146375 0.166722 0.0346482
60 0 1.93011 -0.325629 0.035082 0.145132 0.722073
60 0 2.17313 0.95986 0.167543 0.113821 2.61133
60 0 2.27385 0.653824 0.163845 0.102915 1.92288
60 0 2.43356 -0.330388 0.0859128 0.0877242 0.718645
60 0 3.41614 -1.59797 0.0706787 0.032839 0.202307
60 0 3.53602 -0.620311 0.227901 0.0291291 0.537777
60 0 4.55409 -4.24222 0.0218393 0.0105241 0.0143756
60 0 4.6283 -2.10327 0.204171 0.00977134 0.122057
60 0 5.34773 -3.09814 0.194783 0.00475893 0.0451332
64 0 1.00013 -0.457214 0.03837 0.36783 0.633045
64 0 1.28248 -1.78081 0.0140785 0.277348 0.168502
64 0 1.44447 1.123 0.30632 0.23587 3.07407
64 0 1.57073 -1.09394 0.0545384 0.207893 0.334893
64 0 1.59635 -2.42327 0.0156602 0.202635 0.0886316
64 0 2.02981 0.455288 0.436506 0.13136 1.57663
64 0 2.3507 -1.85381 0.106059 0.0953025 0.156639
64 0 2.79691 -1.36994 0.300712 0.0609982 0.254122
65 0 1.16294 -0.328805 0.0100372 0.312566 0.719784
65 0 1.20613 -1.79632 0.00244007 0.299355 0.165908
65 0 1.48102 1.12843 0.0599763 0.227407 3.0908
65 0 2.12662 -0.741431 0.0187563 0.11924 0.476432
65 0 2.82393 -1.70436 0.0146558 0.0593721 0.18189
65 0 3.04675 -0.775376 0.0470567 0.0475131 0.460531
65 0 3.27839 1.01777 0.374027 0.0376889 2.76702
65 0 3.72144 -0.958423 0.128975 0.024199 0.383497
65 0 4.52215 -1.16063 0.269398 0.0108657 0.313288
65 0 5.75755 -2.19628 0.450265 0.00315883 0.111216
66 0 0.928123 1.02684 0.194535 0.395295 2.79222
66 0 0.987817 -0.401699 0.0613341 0.372389 0.669182
66 0 1.53537 0.424238 0.257335 0.215376 1.52843
66 0 1.58469 -0.960971 0.0910074 0.205011 0.382521
66 0 2.12012 -1.50628 0.0991332 0.120018 0.221734
66 0 2.19664 -0.428092 0.348715 0.111176 0.651751
66 0 2.61101 -1.81802 0.201759 0.07346 0.162347
66 0 3.45675 -4.79142 0.0301069 0.0315319 0.00830063
67 0 1.2033 0.123852 0.184737 0.300201 1.13185
67 0 1.41803 -0.252215 0.192712 0.242191 0.777078
67 0 1.70977 -1.3361 0.108065 0.180908 0.262869
67 0 1.96134 -2.5382 0.0468196 0.14067 0.0790087
67 0 3.0716 -1.52963 0.408666 0.046347 0.216616
68 0 1.06592 0.255362 0.0734105 0.34441 1.29093
68 0 1.15902 1.68655 0.360987 0.313793 5.40081
68 0 1.58796 -1.37913 0.0404168 0.204342 0.251797
68 0 1.92578 0.319546 0.32262 0.145762 1.3765
68 0 2.34176 -2.10322 0.0640183 0.0961584 0.122062
68 0 2.52008 -0.458024 0.423423 0.0804534 0.632532
68 0 2.98064 -1.4298 0.440427 0.0507604 0.239357
69 0 1.08529 0.22424 0.13325 0.337804 1.25137
69 0 1.17805 -0.102869 0.121442 0.307878 0.902245
69 0 1.58408 -0.356851 0.160843 0.205136 0.699877
69 0 1.81387 -0.236723 0.271416 0.163022 0.78921
70 0 0.98342 -1.22179 0.0297242 0.37403 0.294701
70 0 1.06314 -0.280519 0.0850316 0.345371 0.755392
70 0 1.21605 -2.75106 0.00915114 0.2964 0.0638604
70 0 1.31897 -0.27539 0.121521 0.26741 0.759276
70 0 2.17917 -0.620777 0.231384 0.113135 0.537527
70 0 2.78504 -0.868913 0.430366 0.0617265 0.419407
70 0 3.18247 -1.70292 0.488184 0.0414829 0.182151
71 0 1.04878 0.359425 0.0580349 0.350367 1.43251
71 0 1.36397 -3.97508 0.00110685 0.255643 0.0187777
71 0 1.70524 -4.90109 0.00061747 0.181729 0.00743849
71 0 2.09287 -0.768219 0.0567661 0.123332 0.463838
71 0 2.19536 0.458282 0.227153 0.111318 1.58135
71 0 2.82462 -1.39415 0.0864866 0.0593314 0.248044
71 0 3.12255 -0.511401 0.308298 0.0440449 0.599655
71 0 3.24746 -0.790988 0.381815 0.038873 0.453397
71 0 3.69186 -1.86069 0.330486 0.0249257 0.155566
72 0 0.986692 -2.83278 0.000757661 0.372808 0.0588489
72 0 1.67745 1.06798 0.0747053 0.186851 2.9095
72 0 1.82622 0.278587 0.0425262 0.161021 1.32126
72 0 2.04281 0.545166 0.0719979 0.129663 1.72489
72 0 2.24431 -1.54371 0.0117513 0.106 0.213588
72 0 2.51853 0.233038 0.092432 0.0805782 1.26243
72 0 2.70485 -0.114488 0.086682 0.0668802 0.891823
72 0 2.84318 -0.0424608 0.117126 0.0582404 0.958428
72 0 3.30646 -0.366177 0.152525 0.0366458 0.69338
72 0 3.59558 -1.33603 0.0911118 0.0274448 0.262886
72 0 4.28844 -1.35571 0.196526 0.0137263 0.257765
72 0 4.37687 -2.25239 0.109 0.0125646 0.105147
72 0 6.02483 -3.14847 0.259471 0.00241795 0.0429179
74 0 0.939082 -1.92465 0.0129277 0.390987 0.145927
74 0 1.11426 -0.580195 0.0596814 0.328157 0.559789
74 0 1.35749 0.821771 0.328464 0.257306 2.27453
74 0 1.397 -2.03853 0.0291262 0.247338 0.130219
74 0 1.75737 -1.87162 0.0508231 0.172498 0.153874
74 0 2.47606 -3.20255 0.0290254 0.084074 0.0406585
74 0 2.52382 -0.978762 0.289775 0.0801529 0.375776
74 0 2.95834 -2.55285 0.130524 0.0519051 0.0778595
75 0 1.2602 1.37072 0.244226 0.283597 3.9382
75 0 1.44298 0.070652 0.105448 0.236222 1.07321
75 0 1.51435 -0.948725 0.0456643 0.219951 0.387234
75 0 1.69562 0.929045 0.374513 0.183486 2.53209
75 0 2.0208 0.27923 0.432058 0.132549 1.32211
75 0 2.49955 -1.86709 0.143539 0.082122 0.154573
75 0 2.86774 -1.45691 0.364933 0.056827 0.232955
76 0 1.5159 -1.51458 0.00666606 0.219611 0.219901
76 0 1.81734 -1.71928 0.00739202 0.162458 0.179196
76 0 2.01637 0.49146 0.0828701 0.133138 1.6347
76 0 2.07191 -0.928817 0.0230817 0.125945 0.395021
76 0 2.69918 -2.912 0.0060889 0.0672604 0.0543667
76 0 2.78632 -1.44276 0.0290481 0.0616477 0.236276
76 0 2.8621 -2.14511 0.0159882 0.0571489 0.117055
76 0 3.33125 -0.287745 0.166405 0.0357484 0.749953
76 0 3.78245 0.0200402 0.426416 0.0227668 1.02024
76 0 4.27708 -1.77731 0.202055 0.0138831 0.169093
76 0 4.93484 -2.26668 0.299657 0.00719161 0.103656
78 0 1.30857 0.817604 0.309741 0.270207 2.26507
78 0 1.83889 -2.10168 0.0411414 0.158994 0.122251
78 0 2.12745 0.0301941 0.482388 0.11914 1.03065
79 0 1.41559 1.66759 0.30636 0.242783 5.29937
79 0 1.56992 0.0503655 0.102101 0.208062 1.05166
79 0 1.75367 -3.45764 0.00409348 0.173138 0.031504
79 0 2.17214 -0.634608 0.105052 0.113934 0.530143
79 0 3.23882 -1.5194 0.140787 0.03921 0.218843
79 0 3.28871 -2.77876 0.0488868 0.0373021 0.0621155
79 0 4.67706 -2.48144 0.277355 0.00930635 0.0836226
80 0 1.0472 -0.626527 0.0232111 0.350919 0.534445
80 0 1.81616 1.25841 0.336911 0.16265 3.51982
80 0 2.74355 0.116787 0.40994 0.0643413 1.12388
80 0 2.71425 -0.715279 0.293567 0.0662549 0.489056
80 0 3.05887 -0.877682 0.49849 0.0469407 0.415745
80 0 4.67572 -4.0405 0.211822 0.00931878 0.0175887
81 0 1.23298 -0.762958 0.0116438 0.291422 0.466285
81 0 1.45719 1.68661 0.17052 0.232891 5.40113
81 0 1.83162 0.912689 0.137691 0.160153 2.49101
81 0 2.19793 -0.428575 0.0602107 0.111032 0.651437
81 0 2.2933 0.43698 0.167479 0.100933 1.54803
