# event jet log1overDelta logkt z Delta kt
33 0 2.70289 2.44409 0.136579 0.0670118 11.5201
33 0 2.85436 0.14282 0.0184295 0.0575928 1.15352
33 0 3.26162 2.94919 0.466889 0.0383262 19.0906
33 0 3.33154 0.00918394 0.0496511 0.0357381 1.00923
33 0 3.62544 -0.102063 0.0627149 0.0266375 0.902972
33 0 4.00899 1.11216 0.330665 0.0181518 3.04091
33 0 4.70942 -0.17635 0.274376 0.00901 0.838324
33 0 4.78568 -0.874785 0.202967 0.00834845 0.416951
33 0 5.61069 -2.2438 0.147807 0.00365853 0.106055
33 0 6.42822 -2.01374 0.494444 0.00161532 0.133488
34 0 1.1379 3.22597 0.129982 0.320491 25.178
34 0 1.36425 1.90974 0.0502034 0.255573 6.75132
34 0 1.44526 1.45989 0.0365436 0.235686 4.30549
34 0 2.52692 0.290097 0.0347298 0.0799048 1.33656
34 0 4.18111 1.12554 0.433792 0.0152815 3.08187
35 0 0.960046 4.04904 0.224981 0.382875 57.3425
35 0 0.987543 1.53358 0.0240787 0.372491 4.63472
35 0 1.51111 2.53125 0.112882 0.220664 12.5693
35 0 1.52353 -3.25772 0.000394382 0.217942 0.0384762
35 0 1.7889 1.45055 0.0569918 0.167145 4.26547
35 0 1.85044 1.65606 0.0788928 0.157169 5.23863
35 0 2.33344 1.94505 0.18534 0.0969614 6.99395
35 0 2.80211 2.17882 0.459049 0.0606822 8.83583
36 0 0.926433 0.175147 0.00593502 0.395964 1.19142
36 0 0.97211 1.56193 0.0249693 0.378284 4.76802
36 0 1.38376 2.55547 0.104331 0.250634 12.8773
36 0 1.55681 -1.57013 0.00223704 0.210807 0.208018
36 0 1.76996 -0.59737 0.00733976 0.170339 0.550257
36 0 2.5927 -1.50359 0.00680175 0.0748181 0.222331
36 0 2.9199 0.53377 0.0728581 0.053939 1.70535
36 0 3.22376 -0.509885 0.0375007 0.0398053 0.600565
36 0 3.56761 0.370406 0.132516 0.0282233 1.44832
36 0 4.09182 -0.489534 0.109195 0.0167088 0.612912
36 0 4.23802 0.416643 0.351118 0.0144361 1.51686
36 0 4.52222 -0.193462 0.390614 0.0108648 0.824101
36 0 4.829 -1.6329 0.206512 0.00799453 0.195362
37 0 0.944133 2.50155 0.0477933 0.389017 12.2014
37 0 0.988384 -0.624601 0.00230213 0.372178 0.535475
37 0 1.65246 -3.10632 0.000374744 0.191579 0.0447654
37 0 1.75939 1.94791 0.0653394 0.172151 7.01403
37 0 1.77248 -4.20187 0.000151144 0.169911 0.0149676
37 0 2.81523 2.26619 0.276201 0.0598909 9.6426
37 0 2.85076 -3.49628 0.00124287 0.0578005 0.0303098
37 0 4.50616 0.468268 0.343305 0.0110408 1.59723
38 0 1.89175 0.11183 0.0181927 0.150808 1.11832
38 0 2.25218 0.787711 0.0522304 0.10517 2.19836
38 0 2.56613 -2.68095 0.00235043 0.076832 0.0684979
38 0 3.02096 2.14035 0.460715 0.0487544 8.5024
39 0 1.07749 0.845195 0.0128406 0.340451 2.32843
39 0 1.41011 1.95101 0.0548048 0.244117 7.03579
39 0 1.76094 3.20293 0.287112 0.171883 24.6046
39 0 1.96926 -2.98607 0.00101777 0.13956 0.0504853
39 0 2.38894 1.58513 0.149805 0.091727 4.87994
39 0 2.71014 1.74774 0.285821 0.0665274 5.74162
40 0 1.12666 -1.27253 0.00101495 0.324113 0.280122
40 0 2.20064 3.22467 0.266638 0.110732 25.1452
40 0 2.87885 1.30238 0.104772 0.0561994 3.67802
40 0 3.40105 2.20205 0.485028 0.0333383 9.04357
40 0 4.02078 0.422403 0.295279 0.0179389 1.52562
41 0 1.32493 2.41787 0.0422482 0.265821 11.222
41 0 1.72479 1.53392 0.0271731 0.17821 4.6363
41 0 2.44917 1.32137 0.0465928 0.0863656 3.74854
41 0 2.6259 2.59127 0.207596 0.0723747 13.3467
41 0 3.13098 1.44659 0.138194 0.0436748 4.24861
41 0 3.91982 0.564817 0.146121 0.0198447 1.75913
42 0 0.999111 -0.495578 0.00353268 0.368207 0.609218
42 0 1.68888 -0.417233 0.0076415 0.184725 0.658867
42 0 1.80681 -1.22105 0.00387817 0.164177 0.29492
42 0 2.2502 -1.90205 0.00306988 0.105378 0.149263
42 0 2.60742 -0.764567 0.0137274 0.0737245 0.465535
42 0 3.10429 -0.428796 0.0320039 0.0448562 0.651293
42 0 3.1453 -1.40195 0.0130167 0.0430541 0.246116
42 0 3.19894 -0.572413 0.0318964 0.0408054 0.564162
42 0 3.76391 0.0188059 0.104698 0.0231929 1.01898
42 0 4.03501 -1.61073 0.0300612 0.0176855 0.199741
42 0 4.26645 -0.787712 0.0889627 0.0140315 0.454885
42 0 5.91909 -0.986451 0.41792 0.00268764 0.372898
42 0 5.92996 -1.43265 0.464565 0.00265859 0.238675
43 0 1.07817 2.06102 0.0381501 0.340217 7.85402
43 0 2.11237 1.1609 0.0453507 0.120951 3.19281
43 0 2.67237 2.5524 0.334386 0.0690881 12.8379
43 0 3.1363 1.71742 0.346566 0.0434433 5.57015
43 0 3.39837 1.03913 0.349802 0.0334278 2.82677
44 0 1.07365 0.282381 0.00618134 0.341759 1.32628
44 0 1.20922 -1.27659 0.00149821 0.298431 0.278988
44 0 1.86809 -0.878403 0.00431795 0.154418 0.415446
44 0 2.33219 -1.05915 0.00575711 0.0970831 0.346749
44 0 2.51701 -1.80515 0.00330366 0.0807005 0.164449
44 0 3.05635 -1.30882 0.00933719 0.0470592 0.270139
44 0 3.54096 -0.806909 0.025277 0.0289855 0.446235
44 0 3.74471 -0.552363 0.041009 0.0236425 0.575588
44 0 4.49402 -1.36516 0.0401322 0.0111756 0.255339
44 0 5.48715 -0.336433 0.315764 0.00413962 0.714314
44 0 6.2457 -1.13841 0.441873 0.00193876 0.320328
45 0 1.27344 -0.203043 0.0037872 0.279867 0.816243
45 0 1.56458 -1.54072 0.00133493 0.209177 0.214227
45 0 1.69107 2.41198 0.0789964 0.184322 11.156
45 0 2.24832 -0.915982 0.00537064 0.105577 0.400123
45 0 2.55282 -0.58981 0.010145 0.0778614 0.554433
45 0 2.74271 0.982663 0.0597122 0.0643959 2.67156
